issue_date,pet_name,species,breed
2024-04-05,Bart,Cat,Mix
2024-04-05,Nermal,Cat,Domestic Shorthair
2024-04-05,Biscuit,Cat,Ragdoll
2024-04-05,Eddie,Cat,Domestic Shorthair
2024-04-05,Cherry,Cat,Domestic Shorthair
2024-04-05,Suki Phipps-Hull,Cat,Domestic Shorthair
2024-04-05,Mouse,Cat,Siamese
2024-04-05,Mario,Cat,Domestic Shorthair
2024-04-05,Sesame,Cat,Domestic Shorthair
2024-04-05,Peanut,Cat,Domestic Shorthair
2024-04-05,Meow meow,Cat,Russian Blue
2024-04-05,Knave,Cat,Domestic Shorthair
2024-04-05,Fergus,Cat,Maine Coon
2024-04-05,Neptune,Cat,Domestic Shorthair
2024-04-05,Medusa,Cat,Domestic Longhair
2024-04-05,Echo,Cat,Siamese
2024-04-05,Shyanne,Cat,Domestic Longhair
2024-04-05,Flynn,Cat,Domestic Shorthair
2024-04-05,Baudelaire,Cat,Domestic Shorthair
2024-04-05,Edna,Cat,Domestic Shorthair
2015-11-12,Dixie,Dog,Terrier
2016-03-24,Chloe,Dog,"Chihuahua, Short Coat"
2019-08-13,Michonne,Dog,Papillon
2019-09-14,Kenai,Dog,Alaskan Husky
2020-02-12,Makiliah,Dog,"Terrier, American Pit Bull"
2020-06-29,Noodle,Dog,"Terrier, Yorkshire"
2020-07-17,Hera,Dog,"Terrier, Staffordshire Bull"
2020-07-19,Sophie,Dog,"Retriever, Golden"
2020-08-09,Lulu,Dog,Brittany
2020-09-22,Joy,Dog,Doberman Pinscher
2020-09-30,Mazy,Dog,Retriever
2020-11-01,Edie,Dog,Maltese
2020-11-03,Dallas,Dog,German Shepherd
2020-11-17,Pilar,Dog,"Retriever, Labrador"
2020-11-18,Lily,Dog,"Retriever, Labrador"
2020-11-29,Kensington,Dog,"Welsh Corgi, Cardigan"
2020-12-02,Luna,Dog,"Retriever, Golden"
2020-12-15,Judy,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2021-01-20,Juno,Dog,Terrier
2021-03-05,Anyanka,Dog,Anatolian Shepherd
2021-03-23,Leeloo,Dog,Maltese
2021-03-27,Harley,Dog,Terrier
2021-03-29,Enid,Dog,"Terrier, American Pit Bull"
2021-04-07,Mavis,Dog,Australian Shepherd
2021-04-08,Michiko,Dog,Shiba Inu
2021-04-21,Libby,Dog,"Poodle, Toy"
2021-05-17,Ziggy,Dog,Shih Tzu
2021-05-22,Kona,Dog,"Retriever, Labrador"
2021-05-26,Freya,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2021-05-28,Trixie (formerly Dori),Dog,"Dachshund, Standard Smooth Haired"
2021-05-28,Ilsa,Dog,"Retriever, Golden"
2021-06-23,Bella,Dog,"Spaniel, Tibetan"
2021-07-08,Josie Vandervort,Dog,"Terrier, Boston"
2021-07-19,Elle,Dog,"Retriever, Golden"
2021-07-22,Cinnamon,Dog,Rhodesian Ridgeback
2021-07-22,Kestrel,Dog,Siberian Husky
2021-07-29,Stella,Dog,Rhodesian Ridgeback
2021-08-01,Maddie,Dog,Border Collie
2021-08-19,Poppy,Dog,Shih Tzu
2021-08-20,Puppy,Dog,"Poodle, Toy"
2021-08-31,Maddy,Dog,Terrier
2021-09-08,Queeny,Dog,"Retriever, Labrador"
2021-09-10,Carly,Dog,Xoloitzcuintli
2021-09-16,Dusty Rose,Dog,"Terrier, Jack Russell"
2021-09-25,Thelma,Dog,Terrier
2021-09-29,Sugar,Dog,Shiba Inu
2021-10-02,Bella,Dog,"Poodle, Miniature"
2021-10-09,Morwenna,Dog,"Poodle, Standard"
2021-10-11,Ava,Dog,"Pointer, German Shorthaired"
2021-10-13,Daisy,Dog,"Retriever, Labrador"
2021-10-18,Cora,Dog,Pug
2021-10-20,Minnie,Dog,Greater Swiss Mountain Dog
2021-10-25,"Tikiya ""Tiki""",Dog,"Welsh Corgi, Cardigan"
2021-10-30,Daisy Blue,Dog,"Bulldog, American"
2021-11-06,Holly,Dog,"Schnauzer, Miniature"
2021-12-02,Keeper,Dog,Shepherd
2021-12-02,Sophi,Dog,Border Collie
2021-12-09,Luna,Dog,"Spaniel, English Springer"
2021-12-15,Juneau,Dog,Retriever
2021-12-30,Molly,Dog,Pekingese
2022-01-11,Lagertha,Dog,"Retriever, Golden"
2022-01-16,Holly,Dog,"Retriever, Labrador"
2022-01-18,Lou,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2022-01-18,Essie,Dog,"Chihuahua, Short Coat"
2022-01-21,Leia,Dog,Havanese
2022-01-21,Winnie,Dog,Terrier
2022-01-25,Titus,Dog,"Terrier, American Staffordshire"
2022-01-29,Molly,Dog,"Terrier, Scottish"
2022-01-30,Darla,Dog,Maltese
2022-02-01,Hazel,Dog,"Chihuahua, Short Coat"
2022-02-02,Brinkley,Dog,Great Dane
2022-02-02,Lucy Purpura,Dog,"Pointer, German Shorthaired"
2022-02-04,Peaches,Dog,"Poodle, Standard"
2022-02-07,Daisy Wolk,Dog,"Bulldog, French"
2022-02-08,Lenore,Dog,Pug
2022-02-11,Tesla,Dog,"Vizsla, Smooth Haired"
2022-02-19,Zolla,Dog,Lagotto Romagnolo
2022-02-20,Zinnia,Dog,"Spaniel, English Springer"
2022-02-23,Moana,Dog,"Foxhound, American"
2022-02-25,Heidi,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-03-06,Zoe,Dog,Shih Tzu
2022-03-09,Cowgirl,Dog,"Chihuahua, Short Coat"
2022-03-10,Zeba,Dog,"Dachshund, Standard Wire Haired"
2022-03-11,Carmen Green,Dog,"Terrier, Rat"
2022-03-12,Cosenza,Dog,Bernese Mountain Dog
2022-03-21,Mabel,Dog,Greyhound
2022-03-21,Ceili,Dog,"Terrier, West Highland White"
2022-03-21,Lucy,Dog,"Terrier, West Highland White"
2022-03-31,Sumi,Dog,"Poodle, Standard"
2022-04-01,Harley,Dog,Retriever
2022-04-01,Ginger Gomez,Dog,"Chihuahua, Long Coat"
2022-04-01,Arwen,Dog,"Retriever, Golden"
2022-04-01,Clementine,Dog,Mix
2022-04-01,Lila,Dog,"Poodle, Standard"
2022-04-01,Maya,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-04-01,Ingrid,Dog,Retriever
2022-04-02,Violet,Dog,Rottweiler
2022-04-02,Nova,Dog,"Retriever, Golden"
2022-04-02,Honey,Dog,Pomeranian
2022-04-02,Eva,Dog,Boxer
2022-04-02,Bella,Dog,"Retriever, Golden"
2022-04-02,Sugar,Dog,"Retriever, Golden"
2022-04-02,Lucy,Dog,Australian Cattle Dog
2022-04-02,Rebah,Dog,"Retriever, Labrador"
2022-04-02,Maddie,Dog,"Dachshund, Miniature Smooth Haired"
2022-04-02,Avu,Dog,Australian Shepherd
2022-04-03,Rose,Dog,Pomeranian
2022-04-03,Dibs,Dog,Havanese
2022-04-03,Violet,Dog,"Retriever, Golden"
2022-04-03,Kahlua,Dog,"Terrier, American Pit Bull"
2022-04-03,Jade,Dog,"Terrier, Boston"
2022-04-03,Freya,Dog,"Schnauzer, Standard"
2022-04-03,Winnie,Dog,Greyhound
2022-04-03,Lucy,Dog,Icelandic Sheepdog
2022-04-03,Sadie,Dog,"Retriever, Golden"
2022-04-03,SuperNova,Dog,Maltese
2022-04-03,Madison D'Cruz,Dog,"Retriever, Golden"
2022-04-03,Ducky,Dog,"Terrier, Soft Coated Wheaten"
2022-04-03,Ginger,Dog,Hound
2022-04-03,Kara,Dog,Alaskan Husky
2022-04-04,Kona,Dog,German Shepherd
2022-04-04,Rainy,Dog,"Retriever, Labrador"
2022-04-04,Zooey,Dog,"Retriever, Golden"
2022-04-04,Stella,Dog,"Schnauzer, Miniature"
2022-04-04,Ellie,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-04-04,Hannah,Dog,"Retriever, Labrador"
2022-04-04,Duchess,Dog,Shih Tzu
2022-04-04,Lily,Dog,"Retriever, Golden"
2022-04-04,Rosa Bud,Dog,"Spaniel, Cavalier King Charles"
2022-04-04,Maisie,Dog,Old English Sheepdog
2022-04-04,Rosie,Dog,Mix
2022-04-04,Zucchini,Dog,Terrier
2022-04-04,Pepper,Dog,Mix
2022-04-04,Truffle,Dog,Maltese
2022-04-04,Sunny,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-04-04,Luna,Dog,"Retriever, Labrador"
2022-04-04,Rockie,Dog,"Poodle, Standard"
2022-04-04,Penny,Dog,"Pointer, German Shorthaired"
2022-04-04,Maisel Bliss,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2022-04-04,Roxy,Dog,"Chihuahua, Short Coat"
2022-04-05,Zoe,Dog,"Pointer, German Shorthaired"
2022-04-05,Juno,Dog,"Australian Shepherd, Miniature"
2022-04-05,Mila,Dog,Mix
2022-04-05,Tina,Dog,Australian Shepherd
2022-04-05,Puchi Momo,Dog,Maltese
2022-04-05,Pippi,Dog,"Poodle, Standard"
2022-04-05,Zoey,Dog,"Terrier, Rat"
2022-04-05,Isla Grace,Dog,Terrier
2022-04-05,Nudge,Dog,Basenji
2022-04-05,Lulabelle,Dog,"Poodle, Miniature"
2022-04-05,Lola,Dog,"Chihuahua, Short Coat"
2022-04-05,Nova,Dog,"Terrier, American Pit Bull"
2022-04-05,Punky Brewster,Dog,Bernese Mountain Dog
2022-04-05,Gabby,Dog,Shetland Sheepdog
2022-04-06,Sugar,Dog,Terrier
2022-04-06,Wicket,Dog,"Dachshund, Standard Smooth Haired"
2022-04-06,Olive,Dog,Coonhound
2022-04-06,Rey,Dog,"Retriever, Labrador"
2022-04-06,Lucy,Dog,"Retriever, Labrador"
2022-04-06,Maddie,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2022-04-06,Chorizo,Dog,Australian Cattle Dog
2022-04-06,Izzi,Dog,Schipperke
2022-04-06,Princess,Dog,"Chihuahua, Short Coat"
2022-04-06,Luna,Dog,Pug
2022-04-06,Winter,Dog,Dalmatian
2022-04-06,Beatrice,Dog,Australian Cattle Dog
2022-04-06,Gretchen,Dog,"Retriever, Labrador"
2022-04-06,Maggie,Dog,"Chihuahua, Short Coat"
2022-04-06,Jolie,Dog,German Shepherd
2022-04-07,Maisie,Dog,"Terrier, Boston"
2022-04-07,Winnie,Dog,German Shepherd
2022-04-07,Sunny,Dog,"Chihuahua, Short Coat"
2022-04-07,Aella,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2022-04-07,Gigi,Dog,"Retriever, Golden"
2022-04-07,Addie,Dog,"Poodle, Miniature"
2022-04-07,Frankie,Dog,Border Collie
2022-04-07,Ada,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-04-07,Lottie,Dog,Miniature Pinscher
2022-04-08,Echo Isabella,Dog,German Shepherd
2022-04-08,Edna,Dog,"Welsh Corgi, Pembroke"
2022-04-09,Cachae,Dog,Alaskan Malamute
2022-04-09,Maddie,Dog,"Terrier, West Highland White"
2022-04-09,Frankie,Dog,Boxer
2022-04-09,Meela,Dog,"Spaniel, Field"
2022-04-09,Charlie,Dog,"Welsh Corgi, Pembroke"
2022-04-09,Eleanor,Dog,"Retriever, Labrador"
2022-04-09,Pippin,Dog,"Poodle, Standard"
2022-04-09,Aerie,Dog,Shepherd
2022-04-09,Kyra,Dog,"Chihuahua, Long Coat"
2022-04-09,Wrigley,Dog,"Retriever, Labrador"
2022-04-10,Kira,Dog,Terrier
2022-04-10,Kuma,Dog,Shiba Inu
2022-04-10,Penny,Dog,"Dachshund, Standard Smooth Haired"
2022-04-10,Kita,Dog,Siberian Husky
2022-04-10,Louise,Dog,Great Pyrenees
2022-04-10,Jupiter,Dog,"Retriever, Labrador"
2022-04-10,Bailey,Dog,Beagle
2022-04-10,Davina,Dog,"Retriever, Labrador"
2022-04-10,Momo,Dog,Australian Shepherd
2022-04-10,Marla,Dog,Mix
2022-04-10,Bella,Dog,"Retriever, Golden"
2022-04-11,Pepper,Dog,Australian Shepherd
2022-04-11,Ruby,Dog,"Retriever, Labrador"
2022-04-11,Lolly,Dog,Basenji
2022-04-11,Scout,Dog,German Shepherd
2022-04-11,Penny,Dog,Catahoula Leopard dog
2022-04-11,Sesi,Dog,Alaskan Malamute
2022-04-11,Mazey,Dog,"Retriever, Labrador"
2022-04-12,Nebena,Dog,Siberian Husky
2022-04-12,Molly,Dog,"Retriever, Nova Scotia Duck Tolling"
2022-04-12,Nori May,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-04-12,Madeleine,Dog,Bichon Frise
2022-04-12,Blackberry,Dog,"Terrier, Soft Coated Wheaten"
2022-04-12,Willa,Dog,German Shepherd
2022-04-13,Bluebird,Dog,"Terrier, West Highland White"
2022-04-13,Bindi,Dog,Terrier
2022-04-13,Sadie,Dog,German Shepherd
2022-04-13,Penny,Dog,"Retriever, Golden"
2022-04-13,Macey,Dog,German Shepherd
2022-04-13,Fanny,Dog,"Schnauzer, Miniature"
2022-04-14,Nala,Dog,Great Pyrenees
2022-04-14,Luna,Dog,Rottweiler
2022-04-14,Wigglz,Dog,"Terrier, American Pit Bull"
2022-04-14,Izzy,Dog,Xoloitzcuintli
2022-04-14,Boomer,Dog,"Retriever, Labrador"
2022-04-14,Bourbon,Dog,Shiba Inu
2022-04-14,Fern,Dog,"Spaniel, Cavalier King Charles"
2022-04-14,Kayla,Dog,"Retriever, Labrador"
2022-04-14,Molly,Dog,Australian Cattle Dog
2022-04-14,Emi,Dog,Australian Shepherd
2022-04-15,Amie,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2022-04-15,Tilly,Dog,"Dachshund, Miniature Smooth Haired"
2022-04-15,Keva,Dog,"Retriever, Labrador"
2022-04-15,Maya,Dog,Pomeranian
2022-04-16,Oreo,Dog,"Terrier, Boston"
2022-04-16,Kota,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2022-04-16,Trixie,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-04-16,Kit Kat,Dog,"Bulldog, French"
2022-04-16,Java,Dog,"Bulldog, French"
2022-04-16,Taffy,Dog,Mix
2022-04-16,Sukey,Dog,Border Collie
2022-04-16,Maple,Dog,"Chihuahua, Short Coat"
2022-04-16,Pearl,Dog,"Welsh Corgi, Cardigan"
2022-04-17,Bunny,Dog,"Chihuahua, Short Coat"
2022-04-17,Faith,Dog,Australian Kelpie
2022-04-17,Izzy,Dog,"Poodle, Standard"
2022-04-17,Sylvie,Dog,"Poodle, Miniature"
2022-04-17,Hennessy,Dog,"Terrier, American Pit Bull"
2022-04-17,Lucy,Dog,"Retriever, Golden"
2022-04-18,Freya,Dog,Border Collie
2022-04-18,Luella,Dog,Havanese
2022-04-18,Sheila,Dog,"Retriever, Labrador"
2022-04-18,Rosie,Dog,Bernese Mountain Dog
2022-04-18,Nani,Dog,"Chihuahua, Short Coat"
2022-04-18,Lily,Dog,"Retriever, Golden"
2022-04-18,Xena,Dog,Briard
2022-04-18,Kenzi,Dog,Alaskan Husky
2022-04-18,Lucy,Dog,Basset Hound
2022-04-18,Pepper,Dog,"Poodle, Standard"
2022-04-18,Madrona,Dog,"Retriever, Golden"
2022-04-19,Frieda,Dog,Pug
2022-04-19,Greta,Dog,German Shepherd
2022-04-19,Poppy,Dog,"Terrier, Yorkshire"
2022-04-19,Roxy,Dog,"Terrier, American Pit Bull"
2022-04-19,Neko,Dog,Siberian Husky
2022-04-19,Goose,Dog,"Welsh Corgi, Pembroke"
2022-04-20,Zoey,Dog,"Chihuahua, Short Coat"
2022-04-20,Kai,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-04-20,Nala,Dog,"Retriever, Golden"
2022-04-20,Luna,Dog,German Shepherd
2022-04-21,Tonia,Dog,Mexican Hairless
2022-04-21,Adele,Dog,"Spaniel, American Cocker"
2022-04-21,Bella,Dog,Havanese
2022-04-21,Pepper,Dog,Retriever
2022-04-21,Buttercup,Dog,Shih Tzu
2022-04-22,Chloe,Dog,Papillon
2022-04-22,Sadie,Dog,Shepherd
2022-04-22,Lucy,Dog,Beagle
2022-04-23,Sweetie Pie,Dog,Australian Cattle Dog
2022-04-23,Monster,Dog,Schipperke
2022-04-23,Lucy,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-04-23,Nellie,Dog,Rottweiler
2022-04-24,Gracie,Dog,Beagle
2022-04-24,Bella,Dog,"Retriever, Labrador"
2022-04-24,Gwin,Dog,Mix
2022-04-24,Hazel,Dog,Boxer
2022-04-24,Bo Bear,Dog,"Australian Shepherd, Miniature"
2022-04-24,Coco,Dog,"Bulldog, French"
2022-04-25,Jersey,Dog,"Retriever, Labrador"
2022-04-25,Ruby,Dog,"Retriever, Golden"
2022-04-25,Sadie,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2022-04-25,Astrid,Dog,"Retriever, Labrador"
2022-04-25,Elsa Kamalani Kaku,Dog,Boxer
2022-04-25,Schnitzel,Dog,"Dachshund, Standard Smooth Haired"
2022-04-25,Winnie,Dog,Mix
2022-04-25,Coco,Dog,"Bulldog, French"
2022-04-25,Isa,Dog,Greyhound
2022-04-25,Monkey,Dog,Australian Shepherd
2022-04-25,Nola,Dog,Shepherd
2022-04-25,Delilah,Dog,Australian Shepherd
2022-04-26,Millie,Dog,Havanese
2022-04-26,Pippi,Dog,Terrier
2022-04-26,Dream,Dog,Alaskan Malamute
2022-04-26,Brulee,Dog,"Retriever, Golden"
2022-04-26,Olive,Dog,"Terrier, American Staffordshire"
2022-04-26,"Ellis ""Ellie"" Grey",Dog,Australian Kelpie
2022-04-26,Sophie Booth,Dog,Miniature Pinscher
2022-04-26,Sophie,Dog,"Retriever, Labrador"
2022-04-26,Puma,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-04-26,Sasha,Dog,"Chihuahua, Long Coat"
2022-04-26,Fizzgig,Dog,"Terrier, Jack Russell"
2022-04-27,Sadie,Dog,Havanese
2022-04-27,Maya Kim,Dog,"Retriever, Nova Scotia Duck Tolling"
2022-04-27,Matilda,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2022-04-27,Indy,Dog,Doberman Pinscher
2022-04-27,Bella,Dog,"Chihuahua, Long Coat"
2022-04-27,Livy,Dog,Great Dane
2022-04-27,Indi,Dog,German Shepherd
2022-04-27,Holly,Dog,Australian Shepherd
2022-04-27,Karo,Dog,"Terrier, American Staffordshire"
2022-04-27,Wrigley,Dog,Shepherd
2022-04-27,Holly,Dog,"Poodle, Miniature"
2022-04-27,Raine,Dog,"Poodle, Miniature"
2022-04-27,Stella,Dog,"Retriever, Labrador"
2022-04-27,Lyla,Dog,"Retriever, Golden"
2022-04-27,Kate,Dog,Australian Cattle Dog
2022-04-27,Zelda,Dog,"Terrier, Staffordshire Bull"
2022-04-27,Nana,Dog,"Terrier, Yorkshire"
2022-04-27,Ellie,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2022-04-27,Tasia,Dog,Australian Shepherd
2022-04-27,Sam,Dog,"Chihuahua, Short Coat"
2022-04-27,Buttercup,Dog,"Chihuahua, Short Coat"
2022-04-27,Koko,Dog,Siberian Husky
2022-04-28,Dora,Dog,"Retriever, Labrador"
2022-04-28,Charlie,Dog,Border Collie
2022-04-28,Shilo,Dog,German Shepherd
2022-04-28,Penny Norman,Dog,Basset Hound
2022-04-28,Sofie,Dog,Shih Tzu
2022-04-28,Sookie,Dog,"Welsh Corgi, Pembroke"
2022-04-28,Bella,Dog,"Poodle, Miniature"
2022-04-28,Luna,Dog,"Retriever, Labrador"
2022-04-29,Molly,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2022-04-29,Taiko Brahe,Dog,Mix
2022-04-29,Lola,Dog,Terrier
2022-04-29,Emmaline,Dog,Border Collie
2022-04-29,Olive,Dog,Pug
2022-04-29,Guava,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-04-29,Mara,Dog,Australian Shepherd
2022-04-29,Lemony Snicket,Dog,Border Collie
2022-04-29,Tater,Dog,Border Collie
2022-04-29,Nyah B Jordan,Dog,German Shepherd
2022-04-30,Emmy,Dog,Norwegian Elkhound
2022-04-30,Brooklyn,Dog,Belgian Malinois
2022-04-30,Peppa,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2022-04-30,Annie,Dog,Siberian Husky
2022-04-30,Snowy,Dog,"Retriever, Golden"
2022-04-30,Maui,Dog,Belgian Malinois
2022-04-30,Gucci,Dog,"Terrier, American Pit Bull"
2022-05-01,Joey,Dog,Siberian Husky
2022-05-01,Molly,Dog,Greater Swiss Mountain Dog
2022-05-01,Riley,Dog,"Retriever, Labrador"
2022-05-01,Arry Underfoot,Dog,German Shepherd
2022-05-02,Alki,Dog,Greyhound
2022-05-02,Harper,Dog,Australian Cattle Dog
2022-05-02,Sydney,Dog,"Pointer, German Shorthaired"
2022-05-02,Carrie,Dog,"Terrier, Cairn"
2022-05-02,Dani,Dog,Miniature Pinscher
2022-05-02,Sofia,Dog,Belgian Malinois
2022-05-03,Bonnie,Dog,Border Collie
2022-05-03,Mitula,Dog,"Retriever, Golden"
2022-05-03,Shass,Dog,Australian Cattle Dog
2022-05-03,Winn Dixie,Dog,"Terrier, West Highland White"
2022-05-03,Canyon,Dog,Alaskan Husky
2022-05-03,Pearl,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2022-05-03,Rosie,Dog,Australian Shepherd
2022-05-03,Yuri,Dog,"Poodle, Toy"
2022-05-03,Millie,Dog,Havanese
2022-05-03,Piper,Dog,"Retriever, Labrador"
2022-05-04,Dani,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2022-05-04,Marnie,Dog,Shih Tzu
2022-05-04,Elsa,Dog,Pointer
2022-05-04,Ruby,Dog,German Shepherd
2022-05-04,Murphy Brown,Dog,German Shepherd
2022-05-04,Mishka,Dog,Shepherd
2022-05-05,Bewley,Dog,Australian Cattle Dog
2022-05-05,Lucy,Dog,Beagle
2022-05-05,Tovey,Dog,Terrier
2022-05-05,Stevie Ray,Dog,Australian Cattle Dog
2022-05-05,Bryn,Dog,Norwegian Elkhound
2022-05-05,Thalia,Dog,Shepherd
2022-05-05,Whiskey,Dog,Bernese Mountain Dog
2022-05-05,Penny,Dog,"Retriever, Labrador"
2022-05-05,Harley,Dog,Italian Greyhound
2022-05-05,Samantha,Dog,Boxer
2022-05-05,Chika,Dog,"Chihuahua, Short Coat"
2022-05-05,Brinie,Dog,"Retriever, Labrador"
2022-05-05,Misty,Dog,Shetland Sheepdog
2022-05-05,Angel,Dog,"Poodle, Miniature"
2022-05-05,Leela,Dog,"Dachshund, Standard Smooth Haired"
2022-05-05,Raleigh,Dog,"Retriever, Labrador"
2022-05-05,Kinta,Dog,"Retriever, Golden"
2022-05-05,Kenley,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-05-05,Ginger,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2022-05-05,Silver,Dog,Australian Shepherd
2022-05-05,Yotei,Dog,Greyhound
2022-05-05,Ava,Dog,German Shepherd
2022-05-06,Betty,Dog,Terrier
2022-05-06,Lia,Dog,Great Pyrenees
2022-05-06,Lula,Dog,"Chihuahua, Short Coat"
2022-05-06,Stevie,Dog,Terrier
2022-05-06,Poppy,Dog,"Poodle, Miniature"
2022-05-06,Shadow,Dog,Havanese
2022-05-06,Watson,Dog,German Shepherd
2022-05-06,Bree,Dog,Havanese
2022-05-06,Lexie,Dog,"Chihuahua, Short Coat"
2022-05-06,Lily,Dog,Mix
2022-05-06,Zara,Dog,German Shepherd
2022-05-06,Busy,Dog,"Bulldog, French"
2022-05-06,Nani,Dog,"Terrier, American Pit Bull"
2022-05-06,Grayson,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2022-05-06,Joy,Dog,Korean Jindo
2022-05-06,Dandy,Dog,"Poodle, Standard"
2022-05-07,Jasmine,Dog,"Retriever, Labrador"
2022-05-07,Holly,Dog,Pug
2022-05-07,Merry,Dog,Pug
2022-05-07,Elke,Dog,"Retriever, Golden"
2022-05-07,Brownie,Dog,"Retriever, Labrador"
2022-05-07,Lotsa,Dog,German Shepherd
2022-05-07,Cassidy,Dog,Greyhound
2022-05-07,Muffin,Dog,"Retriever, Labrador"
2022-05-07,Snocone Bear,Dog,Samoyed
2022-05-07,Plum,Dog,Bulldog
2022-05-07,Freya,Dog,"Welsh Corgi, Pembroke"
2022-05-07,Angel,Dog,Xoloitzcuintli
2022-05-07,Maggie,Dog,"Retriever, Labrador"
2022-05-07,Rosie,Dog,Plott Hound
2022-05-07,Piha,Dog,Cane Corso
2022-05-07,Jenny Blue,Dog,"Retriever, Labrador"
2022-05-07,Joy,Dog,Shih Tzu
2022-05-07,Penny,Dog,Australian Cattle Dog
2022-05-07,Mery,Dog,Mix
2022-05-08,Biscuit,Dog,"Poodle, Miniature"
2022-05-08,Peanut Joy,Dog,Terrier
2022-05-08,Zoe,Dog,Terrier
2022-05-08,Boo,Dog,Lagotto Romagnolo
2022-05-08,Rose,Dog,"Retriever, Golden"
2022-05-08,Piper,Dog,German Shepherd
2022-05-08,Luna,Dog,"Poodle, Standard"
2022-05-08,Maizie,Dog,"Retriever, Labrador"
2022-05-08,Sheeba,Dog,Boxer
2022-05-08,Guzi,Dog,Maltese
2022-05-08,Ruby,Dog,"Retriever, Labrador"
2022-05-08,Luna,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2022-05-08,AnnaBelle,Dog,"Dachshund, Standard Smooth Haired"
2022-05-09,Nina,Dog,"Terrier, Yorkshire"
2022-05-09,Pippa,Dog,"Chihuahua, Short Coat"
2022-05-09,Nixie,Dog,Australian Cattle Dog
2022-05-09,Charlotte,Dog,"Retriever, Labrador"
2022-05-09,Peppa,Dog,"Retriever, Labrador"
2022-05-09,Juno,Dog,"Retriever, Labrador"
2022-05-09,Nerpa,Dog,"Retriever, Labrador"
2022-05-09,Daisy,Dog,"Retriever, Golden"
2022-05-09,Kelsey,Dog,Portuguese Water Dog
2022-05-09,Zora,Dog,Chinese Shar-Pei
2022-05-09,Effie,Dog,"Retriever, Golden"
2022-05-09,Rain,Dog,Pomeranian
2022-05-09,Luna,Dog,"Welsh Corgi, Pembroke"
2022-05-09,Daisy,Dog,"Terrier, American Pit Bull"
2022-05-09,Piper,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-05-09,Valkyrie Thunderpaws,Dog,Olde English Bulldogge
2022-05-10,Shelby,Dog,German Shepherd
2022-05-10,Lucy,Dog,"Retriever, Labrador"
2022-05-10,Dagmar,Dog,"Bulldog, English"
2022-05-10,Nickey,Dog,"Retriever, Golden"
2022-05-10,Bom-ee,Dog,"Retriever, Labrador"
2022-05-10,Ellie,Dog,"Terrier, Boston"
2022-05-10,Kira,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-05-10,lile girl,Dog,"Chihuahua, Short Coat"
2022-05-10,Lady,Dog,"Welsh Corgi, Cardigan"
2022-05-10,Roxy,Dog,Whippet
2022-05-10,Maggie,Dog,"Terrier, Boston"
2022-05-10,Alyeska,Dog,Siberian Husky
2022-05-10,Cora,Dog,"Schnauzer, Miniature"
2022-05-11,Gina,Dog,"Dachshund, Standard Long Haired"
2022-05-12,Rilee,Dog,"Retriever, Labrador"
2022-05-12,Gizzy Walker,Dog,"Chihuahua, Short Coat"
2022-05-12,Goose,Dog,"Poodle, Standard"
2022-05-12,Brandy,Dog,"Setter, Gordon"
2022-05-12,Lola,Dog,Shih Tzu
2022-05-12,Marlin,Dog,"Retriever, Golden"
2022-05-12,Kona,Dog,Mastiff
2022-05-12,Rosie,Dog,"Retriever, Labrador"
2022-05-12,Stella,Dog,"Retriever, Labrador"
2022-05-12,Casey,Dog,"Poodle, Standard"
